,name,platform,r_date,score,user score,developer,genre,players,critics,users,SMA_year
966,Genma Onimusha,Xbox,2002-01-28,83,8.6,Capcom,"Action Adventure,Fantasy",1 Player,27,17,8.364285714285714
977,Super Mario World: Super Mario Advance 2,GameBoyAdvance,2002-02-09,92,9.0,Nintendo,"Action,Platformer,2D",No info,28,199,8.466666666666667
982,Maximo: Ghosts to Glory,PlayStation2,2002-02-11,84,8.9,Capcom,"Action,Platformer,3D",1 Player,33,27,8.382758620689655
990,NBA Street,GameCube,2002-02-17,88,6.0,EASports,"Sports,Traditional,Basketball,Arcade",1-2 ,15,5,7.08
998,Tiger Woods PGA Tour 2002,PlayStation2,2002-02-24,80,7.6,EASports,"Sports,Traditional,Golf,Sim",1-4 ,23,5,7.096774193548387
1056,Disney's Donald Duck: Goin' Quackers,GameCube,2002-03-25,61,3.4,UbisoftMontreal,"Action,Platformer,3D",1 Player,7,5,6.757142857142857
1087,Breath of Fire II,GameBoyAdvance,2002-04-16,81,8.3,Capcom,"Role-Playing,Console-style RPG",1-2 ,16,29,8.38
1090,2002 FIFA World Cup,PlayStation2,2002-04-22,73,5.7,EASports,"Sports,Traditional,Soccer,Sim",1-8 ,19,19,7.053125
1094,Dance Dance Revolution Konamix,PlayStation,2002-04-25,84,8.7,Konami,"Miscellaneous,Rhythm,Dancing",1-2 ,13,10,8.2375
1099,2002 FIFA World Cup,PC,2002-04-30,80,7.5,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",1-16 ,9,68,7.066666666666666
1100,Resident Evil (2002),GameCube,2002-04-30,91,9.2,Capcom,"Action Adventure,Horror",1 Player,35,683,8.406451612903227
1102,2002 FIFA World Cup,GameCube,2002-04-30,78,7.7,EASports,"Sports,Traditional,Soccer,Sim",1-4 ,9,7,7.085294117647059
1151,F1 2002,PC,2002-06-13,88,7.5,EASports,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",1-8 ,11,40,7.097142857142857
1152,Monster Jam: Maximum Destruction,PlayStation2,2002-06-13,47,6.2,Ubisoft,"Driving,Racing,Truck",1-2 ,11,5,6.92
1166,Mega Man Battle Network 2,GameBoyAdvance,2002-06-17,81,8.6,Capcom,"Role-Playing,Action RPG",1-2 ,15,77,8.4125
1169,F1 2002,GameCube,2002-06-22,72,7.8,EASports,"Driving,Racing,Formula One",1-4 ,7,5,7.116666666666666
1170,Mike Tyson Heavyweight Boxing,PlayStation2,2002-06-23,33,3.5,Codemasters,"Sports,Traditional,Boxing",1-2 ,13,12,7.05
1194,NCAA Football 2003,Xbox,2002-07-20,90,7.3,EASports,"Sports,Traditional,Football,Sim",1-4 ,14,15,7.121621621621622
1195,NCAA Football 2003,PlayStation2,2002-07-20,91,8.4,EASports,"Sports,Traditional,Football,Sim",1-8 ,19,28,7.155263157894736
1196,NCAA Football 2003,GameCube,2002-07-20,91,6.6,EASports,"Sports,Traditional,Football,Sim",1-2 ,11,8,7.141025641025641
1214,Madden NFL 2003,GameCube,2002-08-12,92,7.6,EASports,"Sports,Traditional,Football,Sim",1-4 ,13,19,7.152500000000001
1217,Madden NFL 2003,PlayStation2,2002-08-12,95,7.6,EASports,"Sports,Traditional,Football,Sim",1-2 ,25,68,7.163414634146341
1219,Madden NFL 2003,PC,2002-08-12,89,7.1,EASports,"Sports,Traditional,Team,Football,Sim,Sim",1-4 ,12,21,7.161904761904762
1224,Disney's Magical Mirror Starring Mickey Mouse,GameCube,2002-08-13,50,7.8,Capcom,"Adventure,Third-Person,Fantasy",1 Player,9,13,8.38
1242,Super Mario Sunshine,GameCube,2002-08-25,92,8.4,Nintendo,"Action,Platformer,3D",1 Player,61,869,8.466666666666665
1251,Onimusha 2: Samurai's Destiny,PlayStation2,2002-08-28,84,8.4,Capcom,"Action Adventure,Fantasy",1 Player,31,103,8.366666666666667
1254,Chessmaster 9000,PC,2002-08-31,81,7.6,Ubisoft,"Miscellaneous,Board Games,Board Games,Board / Card Game",1-2 ,10,12,7.033333333333334
1269,Mobile Suit Gundam: Federation vs. Zeon,PlayStation2,2002-09-09,73,8.6,Capcom,"Simulation,Sci-Fi,Mech",1-2 ,15,37,8.45
1270,Dino Stalker,PlayStation2,2002-09-09,50,6.1,Capcom,"Action,Shooter,Light Gun",1 Player,18,17,8.374193548387098
1288,Animal Crossing,GameCube,2002-09-15,87,8.8,Nintendo,"Miscellaneous,Virtual Life",1 Player,42,197,8.5
1310,NASCAR Thunder 2003,GameCube,2002-09-19,85,7.0,EASports,"Driving,Racing,Stock Car",1-4 ,12,4,7.199999999999999
1316,Capcom vs. SNK 2 EO,GameCube,2002-09-23,68,8.6,Capcom,"Action,Fighting,2D",1-2 ,20,28,8.38125
1321,Super Ghouls 'n Ghosts,GameBoyAdvance,2002-09-23,78,7.3,Capcom,"Action,Platformer,2D",1 Player,19,8,8.348484848484848
1324,Rayman Arena,PlayStation2,2002-09-24,63,7.8,Ubisoft,"Driving,Racing,On-foot",1-4 ,10,20,7.142857142857143
1325,Rayman Arena,GameCube,2002-09-24,60,7.7,Ubisoft,"Miscellaneous,Party",1-4 ,10,9,7.2125
1329,Yoshi's Island: Super Mario Advance 3,GameBoyAdvance,2002-09-24,91,8.9,Nintendo,"Action,Platformer,2D",1-4 ,26,168,8.54
1346,NASCAR Thunder 2003,PlayStation2,2002-09-29,84,8.7,EASports,"Driving,Racing,Stock Car",1-4 ,16,19,7.253658536585365
1354,NHL 2003,PlayStation2,2002-09-30,79,7.1,EASports,"Sports,Traditional,Ice Hockey,Sim",1-4 ,20,18,7.25
1359,NHL 2003,PC,2002-09-30,75,7.4,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",No info,12,17,7.253488372093023
1373,NBA Live 2003,GameCube,2002-10-08,82,8.2,EACanada,"Sports,Traditional,Basketball,Sim",1-4 ,11,5,8.1
1375,NBA Live 2003,PlayStation2,2002-10-08,83,8.4,EACanada,"Sports,Traditional,Basketball,Sim",1-2 ,22,27,8.175
1376,NBA Live 2003,Xbox,2002-10-08,82,7.2,EACanada,"Sports,Traditional,Basketball,Sim",1-4 ,17,6,7.9799999999999995
1377,Batman: Vengeance,PC,2002-10-08,57,6.8,Ubisoft,"Action Adventure,Fantasy,General,Fantasy",1 Player,13,21,7.166666666666667
1379,Evolution Skateboarding,PlayStation2,2002-10-09,44,7.4,Konami,"Sports,Alternative,Skateboarding",1-2 ,14,8,8.144444444444446
1381,NHL 2003,Xbox,2002-10-09,80,7.4,EASports,"Sports,Traditional,Ice Hockey,Sim",1-4 ,12,9,7.256818181818181
1385,Knockout Kings 2003,GameCube,2002-10-09,78,7.0,EASports,"Sports,Traditional,Boxing",1-2 ,13,6,7.25111111111111
1430,NBA Starting Five,PlayStation2,2002-10-27,53,7.3,Konami,"Sports,Traditional,Basketball,Sim",1-8 ,10,6,7.977777777777778
1432,Tiger Woods PGA Tour 2003,PlayStation2,2002-10-27,88,8.4,EASports,"Sports,Traditional,Golf,Sim",1-4 ,18,18,7.253488372093024
1433,Tiger Woods PGA Tour 2003,GameCube,2002-10-27,90,6.7,EASports,"Sports,Traditional,Golf,Sim",1-4 ,10,6,7.240909090909091
1436,Tiger Woods PGA Tour 2003,Xbox,2002-10-27,88,6.9,EASports,"Sports,Traditional,Golf,Sim",1-4 ,14,11,7.233333333333333
1441,Game & Watch Gallery 4,GameBoyAdvance,2002-10-28,71,8.1,Nintendo,"Miscellaneous,Compilation",1-2 ,14,7,8.440000000000001
1459,Disney's PK: Out of the Shadows,PlayStation2,2002-11-01,49,6.4,Ubisoft,"Action,Beat-'Em-Up",1 Player,14,8,7.090000000000001
1461,FIFA Soccer 2003,PC,2002-11-02,83,7.0,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",1-16 ,13,44,7.816666666666666
1463,Contra Advance: The Alien Wars EX,GameBoyAdvance,2002-11-03,70,7.7,Konami,"Action,Shooter,Scrolling",1-2 ,16,7,7.95
1471,Cubivore: Survival of the Fittest,GameCube,2002-11-05,71,8.1,Nintendo,"Miscellaneous,Puzzle,General",1 Player,12,22,8.409090909090908
1489,Pro Rally,GameCube,2002-11-11,64,8.2,Ubisoft,"Driving,Racing,GT / Street",1-8 ,11,6,7.1909090909090905
1501,FIFA Soccer 2003,Xbox,2002-11-12,88,7.7,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,11,11,7.8
1505,FIFA Soccer 2003,PlayStation2,2002-11-14,88,6.5,EACanada,"Sports,Traditional,Soccer,Sim",1-8 ,15,39,7.6375
1509,NBA Live 2003,PC,2002-11-14,80,7.8,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",1-4 ,7,50,7.655555555555556
1512,FIFA Soccer 2003,GameCube,2002-11-14,86,7.5,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,12,11,7.640000000000001
1517,Metroid Fusion,GameBoyAdvance,2002-11-17,92,9.1,Nintendo,"Action Adventure,Sci-Fi",1 Player,44,352,8.466666666666667
1521,Tom Clancy's Splinter Cell,Xbox,2002-11-17,93,8.6,UbisoftMontreal,"Action Adventure,Modern",1 Player,46,149,6.9875
1538,Marvel vs. Capcom 2,PlayStation2,2002-11-18,76,8.7,Capcom,"Action,Fighting,2D",1-2 ,19,74,8.259259259259258
1558,Steel Battalion,Xbox,2002-11-21,83,8.5,Capcom,"Simulation,Sci-Fi,Mech",1 Player,20,19,8.267857142857142
1578,Tom Clancy's Ghost Recon,PlayStation2,2002-12-01,63,7.4,Ubisoft,"Action,Shooter,First-Person,Tactical,Modern",1-2 ,18,23,7.208333333333333
1588,Disney's PK: Out of the Shadows,GameCube,2002-12-03,46,6.8,Ubisoft,"Action,Platformer,3D",1 Player,10,6,7.176923076923076
1590,The Legend of Zelda: A Link to the Past,GameBoyAdvance,2002-12-03,95,9.0,Capcom,"Action Adventure,Fantasy",No info,30,583,8.282142857142857
1591,Pro Race Driver,PlayStation2,2002-12-06,81,8.5,Codemasters,"Driving,Racing,GT / Street",1-4 ,22,19,6.866666666666666
1620,Resident Evil 3: Nemesis,GameCube,2003-01-15,62,8.8,Capcom,"Action Adventure,Horror",1 Player,14,95,8.25925925925926
1621,Resident Evil 2,GameCube,2003-01-16,59,8.7,Capcom,"Action Adventure,Horror",1 Player,15,80,8.275
1624,Fisherman's Challenge,PlayStation2,2003-01-19,67,6.8,Konami,"Sports,Nature,Fishing",1-2 ,7,5,7.845454545454545
1628,Devil May Cry 2,PlayStation2,2003-01-25,68,6.5,Capcom,"Action Adventure,Fantasy",1 Player,40,421,8.213793103448275
1649,Capcom vs. SNK 2 EO,Xbox,2003-02-11,80,8.3,Capcom,"Action,Fighting,2D",1-2 ,26,16,8.193103448275862
1650,Yu-Gi-Oh! Dungeon Dice Monsters,GameBoyAdvance,2003-02-12,67,8.0,Konami,"Miscellaneous,Card Battle",1-2 ,9,26,7.858333333333333
1653,Yu-Gi-Oh! The Duelists of the Roses,PlayStation2,2003-02-16,59,8.0,Konami,"Miscellaneous,Card Battle",1-2 ,14,96,7.869230769230769
1654,Breath of Fire: Dragon Quarter,PlayStation2,2003-02-16,78,6.6,Capcom,"Role-Playing,Console-style RPG",1 Player,28,46,8.139999999999999
1657,Colin McRae Rally 3,Xbox,2003-02-18,86,7.3,Codemasters,"Driving,Racing,Rally / Offroad",1-4 ,25,15,6.433333333333333
1658,Tom Clancy's Splinter Cell,PC,2003-02-19,91,8.5,UbisoftMontreal,"Action Adventure,Modern,General,Modern",No Online Multiplayer,20,439,6.8999999999999995
1670,The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,2003-02-28,91,8.9,Nintendo,"Action Adventure,Fantasy",1 Player,10,192,8.5
1673,Rayman 3,GameBoyAdvance,2003-03-02,83,7.4,Ubisoft,"Action,Platformer,2D",1-4 ,21,14,7.076923076923077
1691,MVP Baseball 2003,PlayStation2,2003-03-10,81,8.3,EASports,"Sports,Traditional,Baseball,Sim",1-4 ,22,15,7.2926829268292686
1692,MVP Baseball 2003,Xbox,2003-03-10,82,7.7,EASports,"Sports,Traditional,Baseball,Sim",1-2 ,18,11,7.302380952380952
1694,Mega Man & Bass,GameBoyAdvance,2003-03-10,79,8.8,Capcom,"Action,Platformer,2D",1 Player,18,64,8.161290322580646
1697,Tom Clancy's Rainbow Six 3,Xbox,2003-03-14,86,8.4,Ubisoft,"Action,Shooter,First-Person,Tactical,Modern",1-16 ,39,34,7.171428571428571
1703,Rayman 3: Hoodlum Havoc,PlayStation2,2003-03-17,76,8.7,Ubisoft,"Action,Platformer,3D",1 Player,21,82,7.2733333333333325
1705,Rayman 3: Hoodlum Havoc,Xbox,2003-03-18,75,8.8,Ubisoft,"Action,Platformer,3D",1 Player,13,16,7.3687499999999995
1709,Rayman 3: Hoodlum Havoc,PC,2003-03-18,74,8.1,Ubisoft,"Action,Platformer,Platformer,3D,3D",1 Player,8,102,7.411764705882353
1715,Tom Clancy's Rainbow Six 3: Raven Shield,PC,2003-03-19,83,8.7,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",1-16 ,29,94,7.125
1722,The Legend of Zelda: The Wind Waker,GameCube,2003-03-24,96,9.0,Nintendo,"Action Adventure,Fantasy",1 Player,80,1468,8.535714285714286
1723,MVP Baseball 2003,PC,2003-03-24,78,7.4,EASports,"Sports,Traditional,Team,Baseball,Sim,Sim",1-2 ,14,12,7.307142857142858
1733,Auto Modellista,PlayStation2,2003-03-25,66,7.4,Capcom,"Driving,Racing,GT / Street",1-8 ,20,19,8.135483870967743
1742,Marvel vs. Capcom 2,Xbox,2003-03-27,65,8.1,Capcom,"Action,Fighting,2D",1-2 ,19,27,8.134375
1774,Pro Race Driver,PC,2003-04-15,74,7.4,Codemasters,"Driving,Racing,Simulation,Formula One,Automobile",1-8 ,15,16,6.675
1775,Pro Race Driver,Xbox,2003-04-16,80,7.2,Codemasters,"Driving,Racing,GT / Street",1-4 ,17,5,6.779999999999999
1780,Colin McRae Rally 3,PlayStation2,2003-04-22,86,7.6,Codemasters,"Driving,Racing,Rally / Offroad",1-2 ,25,34,6.916666666666667
1781,Tom Clancy's Splinter Cell,GameBoyAdvance,2003-04-27,77,8.7,UbisoftMontreal,"Action Adventure,Modern",1 Player,21,11,7.300000000000001
1809,"WarioWare, Inc.: Mega Microgame$!",GameBoyAdvance,2003-05-21,89,8.8,Nintendo,"Miscellaneous,Puzzle,General",1 Player,35,60,8.553333333333335
1857,Mega Man Battle Network 3 White,GameBoyAdvance,2003-06-24,77,8.7,Capcom,"Role-Playing,Action RPG",1-2 ,16,104,8.119354838709677
1868,IndyCar Series,Xbox,2003-06-26,71,7.3,Codemasters,"Driving,Racing,Formula One",1-4 ,8,4,6.971428571428571
1885,K-1 World Grand Prix,PlayStation2,2003-07-09,67,7.9,Konami,"Sports,Traditional,Boxing",1-2 ,24,8,7.736363636363635
1888,NCAA Football 2004,PlayStation2,2003-07-16,94,8.3,EASports,"Sports,Traditional,Football,Sim",1-8 ,15,88,7.330232558139536
1889,NCAA Football 2004,Xbox,2003-07-16,88,7.9,EASports,"Sports,Traditional,Football,Sim",1-4 ,13,21,7.343181818181819
1890,NCAA Football 2004,GameCube,2003-07-16,89,7.2,EASports,"Sports,Traditional,Football,Sim",1-4 ,16,9,7.34
1912,Chaos Legion,PlayStation2,2003-08-06,65,7.9,Capcom,"Action Adventure,Fantasy",1 Player,34,73,8.1125
1962,Final Fantasy Tactics Advance,GameBoyAdvance,2003-09-08,87,9.0,SquareEnix,"Strategy,Turn-Based,Fantasy",1-2 ,44,352,9.0
1974,P.N. 03,GameCube,2003-09-09,63,8.5,Capcom,"Action Adventure,Sci-Fi",1 Player,35,45,8.1125
1986,Dino Crisis 3,Xbox,2003-09-16,51,3.5,Capcom,"Action Adventure,Horror",1 Player,28,39,8.0125
1997,NHL 2004,GameCube,2003-09-22,85,7.4,EASports,"Sports,Traditional,Ice Hockey,Sim",1-4 ,18,9,7.324390243902439
1998,NHL 2004,PC,2003-09-22,87,7.5,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",1-12 ,12,54,7.328571428571429
2000,Tiger Woods PGA Tour 2004,Xbox,2003-09-22,89,7.2,EASports,"Sports,Traditional,Golf,Sim",1-4 ,18,17,7.325581395348837
2001,Tiger Woods PGA Tour 2004,PlayStation2,2003-09-22,89,8.6,EASports,"Sports,Traditional,Golf,Sim",1-4 ,23,44,7.354545454545455
2003,NHL 2004,PlayStation2,2003-09-22,85,7.6,EASports,"Sports,Traditional,Ice Hockey,Sim",1-8 ,19,53,7.359999999999999
2005,Tiger Woods PGA Tour 2004,GameCube,2003-09-22,89,7.1,EASports,"Sports,Traditional,Golf,Sim",1-4 ,16,8,7.354347826086957
2010,IndyCar Series,PC,2003-09-23,72,7.7,Codemasters,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,9,7,7.0625
2013,DDRMAX2 Dance Dance Revolution,PlayStation2,2003-09-23,82,8.3,Konami,"Miscellaneous,Rhythm,Dancing",1-2 ,27,10,7.745454545454544
2025,Auto Modellista,GameCube,2003-09-30,62,5.8,Capcom,"Driving,Racing,Arcade",1-2 ,7,4,7.945454545454545
2058,NBA Live 2004,PlayStation2,2003-10-14,86,7.7,EASports,"Sports,Traditional,Basketball,Sim",1-4 ,19,42,7.325
2064,NBA Live 2004,Xbox,2003-10-14,85,8.2,EASports,"Sports,Traditional,Basketball,Sim",1-4 ,19,11,7.344444444444444
2070,NBA Live 2004,GameCube,2003-10-15,84,7.7,EASports,"Sports,Traditional,Basketball,Sim",1-4 ,17,6,7.326666666666666
2071,Batman: Rise of Sin Tzu,PlayStation2,2003-10-16,63,8.1,UbisoftMontreal,"Action,Beat-'Em-Up",1-2 ,21,21,7.38
2072,Batman: Rise of Sin Tzu,Xbox,2003-10-16,67,7.7,UbisoftMontreal,"Action,Beat-'Em-Up",1-2 ,17,6,7.409090909090909
2075,SSX 3,GameCube,2003-10-20,92,8.7,EACanada,"Sports,Alternative,Snowboarding",1-2 ,27,54,7.780000000000001
2076,SSX 3,Xbox,2003-10-20,92,8.3,EACanada,"Sports,Alternative,Snowboarding",1-2 ,27,31,7.827272727272728
2080,SSX 3,PlayStation2,2003-10-20,93,8.8,EACanada,"Sports,Alternative,Snowboarding",1-2 ,41,182,7.908333333333334
2084,Teenage Mutant Ninja Turtles,Xbox,2003-10-21,56,7.7,Konami,"Action,Beat-'Em-Up",1-2 ,22,10,7.809090909090909
2086,Super Mario Advance 4: Super Mario Bros. 3,GameBoyAdvance,2003-10-21,94,8.9,Nintendo,"Action,Platformer,2D",1-4 ,25,224,8.66
2102,Batman: Rise of Sin Tzu,GameBoyAdvance,2003-10-27,63,6.8,Ubisoft,"Action,Beat-'Em-Up",1 Player,12,6,7.5
2117,Final Fantasy XI,PC,2003-10-28,85,7.7,SquareEnix,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,25,182,8.35
2128,Frogger's Adventures: The Rescue,PlayStation2,2003-10-29,59,8.5,Konami,"Action,Platformer,3D",1-4 ,12,6,7.866666666666666
2133,Prince of Persia: The Sands of Time,GameBoyAdvance,2003-10-30,75,8.0,UbisoftMontreal,"Action Adventure,Fantasy",1 Player,25,9,7.336363636363637
2137,Teenage Mutant Ninja Turtles,GameCube,2003-10-31,57,7.8,Konami,"Action,Beat-'Em-Up",1-2 ,25,14,7.86153846153846
2140,Teenage Mutant Ninja Turtles,GameBoyAdvance,2003-10-31,71,8.1,Konami,"Action,Beat-'Em-Up",1 Player,16,13,7.878571428571428
2153,Yu-Gi-Oh! The Sacred Cards,GameBoyAdvance,2003-11-04,60,6.9,Konami,"Role-Playing,Console-style RPG",1 Player,10,36,7.813333333333333
2154,FIFA Soccer 2004,GameCube,2003-11-04,83,6.3,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,17,14,7.7846153846153845
2156,FIFA Soccer 2004,PC,2003-11-04,77,6.9,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",1-4 ,13,58,7.721428571428572
2161,FIFA Soccer 2004,Xbox,2003-11-04,82,8.2,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,20,25,7.753333333333334
2163,FIFA Soccer 2004,PlayStation2,2003-11-04,84,6.4,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,20,84,7.66875
2164,Yu-Gi-Oh! The Falsebound Kingdom,GameCube,2003-11-04,44,7.3,Konami,"Strategy,Real-Time,Fantasy",1 Player,15,53,7.78125
2172,Prince of Persia: The Sands of Time,PlayStation2,2003-11-06,92,8.8,Ubisoft,"Action Adventure,Fantasy",1 Player,44,354,7.576470588235295
2187,NBA Live 2004,PC,2003-11-11,80,8.8,EASports,"Sports,Traditional,Team,Basketball,Sim,Sim",1-8 ,10,65,7.421428571428571
2193,Onimusha Tactics,GameBoyAdvance,2003-11-11,64,8.1,Capcom,"Strategy,Turn-Based,Fantasy",1 Player,21,10,7.913333333333333
2204,Group S Challenge,Xbox,2003-11-11,57,6.3,Capcom,"Driving,Racing,GT / Street",1-2 ,17,6,7.861290322580645
2208,Prince of Persia: The Sands of Time,Xbox,2003-11-12,92,8.0,Ubisoft,"Action Adventure,Fantasy",1 Player,41,99,7.6000000000000005
2224,The Legend of Zelda Collector's Edition,GameCube,2003-11-17,95,8.9,Nintendo,"Action Adventure,Fantasy",1 Player,8,202,8.735714285714286
2233,Mario Kart: Double Dash!!,GameCube,2003-11-17,87,8.6,Nintendo,"Driving,Racing,Kart",1-8 ,58,443,8.726666666666667
2248,Prince of Persia: The Sands of Time,GameCube,2003-11-18,92,8.1,Ubisoft,"Action Adventure,Fantasy",1 Player,33,63,7.666666666666667
2285,Teenage Mutant Ninja Turtles (2003),PC,2003-11-25,55,7.7,Konami,"Action,Beat-'Em-Up,Beat-'Em-Up,Fighting,2D,3D",No Online Multiplayer,11,50,7.776470588235293
2286,Monster 4x4: Masters of Metal,PlayStation2,2003-11-25,48,8.3,Ubisoft,"Driving,Racing,Truck",1-2 ,9,14,7.699999999999999
2289,1080: Avalanche,GameCube,2003-12-01,73,8.0,Nintendo,"Sports,Alternative,Snowboarding",1-4 ,37,40,8.68
2297,Pac-Man vs.,GameCube,2003-12-02,78,8.3,Nintendo,"Miscellaneous,Puzzle,General",1-4 ,31,10,8.653333333333334
2301,Prince of Persia: The Sands of Time,PC,2003-12-02,89,8.5,Ubisoft,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer,32,651,7.739999999999999
2303,Gotcha Force,GameCube,2003-12-03,56,8.5,Capcom,"Action,Shooter,Third-Person,Sci-Fi",1-4 ,24,23,7.88125
2358,Maximo vs Army of Zin,PlayStation2,2004-01-20,83,8.2,Capcom,"Action,Platformer,3D",1 Player,46,24,7.912903225806452
2361,Auto Modellista,Xbox,2004-01-20,52,7.8,Capcom,"Driving,Racing,Arcade",1-8 ,12,4,7.909375
2372,Final Fantasy Crystal Chronicles,GameCube,2004-02-09,80,8.9,SquareEnix,"Role-Playing,Action RPG",1-4 ,55,221,8.533333333333333
2374,Metroid: Zero Mission,GameBoyAdvance,2004-02-09,89,8.9,Nintendo,"Action,Platformer,2D",1-2 ,50,270,8.646666666666667
2380,Silent Scope Complete,Xbox,2004-02-10,69,7.4,Konami,"Action,Shooter,Rail",1 Player,25,5,7.735294117647059
2397,Steel Battalion: Line of Contact,Xbox,2004-02-27,70,8.0,Capcom,"Simulation,Sci-Fi,Mech",1-10 ,19,8,7.858064516129032
2405,Mega Man: Battle Chip Challenge,GameBoyAdvance,2004-03-03,54,8.7,Capcom,"Miscellaneous,Card Battle",1-3 ,25,58,7.884375
2408,Colin McRae Rally 04,Xbox,2004-03-04,84,8.2,Codemasters,"Driving,Racing,Rally / Offroad",1-4 ,33,21,7.188888888888889
2411,MVP Baseball 2004,PC,2004-03-09,82,7.5,EASports,"Sports,Traditional,Team,Baseball,Sim,Sim",1-2 ,13,15,7.554054054054054
2417,MVP Baseball 2004,Xbox,2004-03-09,90,7.8,EASports,"Sports,Traditional,Baseball,Sim",1-2 ,31,23,7.560526315789474
2418,MVP Baseball 2004,GameCube,2004-03-09,89,7.2,EASports,"Sports,Traditional,Baseball,Sim",1-2 ,25,13,7.551282051282051
2419,MVP Baseball 2004,PlayStation2,2004-03-09,90,8.5,EASports,"Sports,Traditional,Baseball,Sim",1-2 ,28,55,7.575
2446,Final Fantasy XI,PlayStation2,2004-03-23,85,7.1,SquareEnix,"Role-Playing,Massively Multiplayer Online,Fantasy",Massively Multiplayer,49,76,8.175
2448,Onimusha Blade Warriors,PlayStation2,2004-03-24,65,7.0,Capcom,"Action,Fighting,3D",1-4 ,33,9,7.857575757575758
2450,Tom Clancy's Splinter Cell Pandora Tomorrow,GameBoyAdvance,2004-03-24,68,6.7,Ubisoft,"Action Adventure,Modern",1 Player,19,7,7.690476190476191
2463,Resident Evil Outbreak,PlayStation2,2004-03-31,71,8.2,Capcom,"Action Adventure,Horror",1-4 ,40,165,7.867647058823529
2467,Fight Night 2004,Xbox,2004-04-05,85,8.3,EASports,"Sports,Traditional,Boxing",1-2 ,47,24,7.592682926829268
2468,Fight Night 2004,PlayStation2,2004-04-05,85,8.7,EASports,"Sports,Traditional,Boxing",1-2 ,43,27,7.619047619047619
2475,"WarioWare, Inc.: Mega Party Game$!",GameCube,2004-04-06,76,8.1,Nintendo,"Miscellaneous,Puzzle,General",1-4 ,46,36,8.6125
2483,TOCA Race Driver 2: The Ultimate Racing Simulator,PC,2004-04-13,81,7.7,Codemasters,"Driving,Racing,Simulation,General,General,GT / Street,Automobile",1-12 ,15,40,7.239999999999999
2498,Onimusha 3: Demon Siege,PlayStation2,2004-04-27,85,8.7,Capcom,"Action Adventure,Fantasy",1 Player,53,131,7.879411764705882
2509,UEFA Euro 2004: Portugal,PlayStation2,2004-05-04,76,6.4,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,21,18,7.518750000000001
2510,UEFA Euro 2004: Portugal,Xbox,2004-05-04,74,7.8,EACanada,"Sports,Traditional,Soccer,Sim",1-4 ,21,10,7.535294117647059
2512,UEFA Euro 2004: Portugal,PC,2004-05-04,76,6.6,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",1-4 ,16,18,7.483333333333334
2526,Mario vs. Donkey Kong,GameBoyAdvance,2004-05-24,81,8.2,Nintendo,"Action,Platformer,2D",1 Player,43,46,8.588235294117647
2539,Classic NES Series: Excitebike,GameBoyAdvance,2004-06-02,66,7.8,Nintendo,"Driving,Racing,Arcade",1 Player,12,4,8.544444444444444
2540,Classic NES Series: Donkey Kong,GameBoyAdvance,2004-06-02,55,6.1,Nintendo,"Action,Platformer,2D",1-2 ,15,9,8.41578947368421
